dst_mac,src_mac,dst_ip,src_ip,dst_port,src_port,length,vlan,pcp,nop,await0,await1,prot
15:66:2a:e6:31:42,8f:f4:11:fe:c3:d5,120.101.22.216,112.42.11.171,26362,23915,944,610,4,41423,76,82,1
97:f8:0e:8f:14:a6,21:94:5d:4a:76:f3,126.192.139.178,193.123.45.209,12627,26337,1163,2944,4,60410,5,44,0
1f:40:84:7f:fd:4d,21:0c:75:d4:6c:45,201.250.252.138,117.86.191.71,39402,19213,1159,3059,7,49718,21,30,0
4a:f2:40:a1:d3:28,10:ab:d6:3e:98:57,206.205.171.252,57.245.70.1,47514,49363,1427,2551,6,33181,26,24,1
eb:4d:de:b3:42:66,b1:e6:ba:eb:6d:18,21.10.159.64,159.48.9.18,63872,2257,313,3702,0,42627,69,118,0
2b:09:2a:32:20:85,a0:5f:bf:ab:0e:f3,156.40.10.10,126.160.7.208,15234,27989,95,179,1,40170,84,54,0
0f:7c:44:6c:00:93,ac:9f:9d:fb:fe:67,164.170.241.102,205.253.138.123,41242,45414,940,2284,1,18627,6,87,1
64:54:6b:6a:b6:f2,68:c4:b6:a9:c2:69,14.194.206.15,104.147.41.32,50651,5613,898,2236,7,62313,90,35,1
2a:3d:43:68:0f:d7,68:c4:b6:a9:c2:69,206.101.245.215,61.171.103.190,58405,16531,1400,3609,0,8491,112,90,0
21:d0:b3:86:71:b0,8e:ab:bb:9c:20:b4,201.250.252.138,62.212.208.208,6462,3527,379,646,6,30242,89,1,1
5a:18:ba:da:24:22,08:5d:87:af:14:57,87.236.202.129,48.156.56.147,3387,38809,780,3633,5,9210,18,94,0
b7:9a:e8:8c:9b:0c,1a:28:7c:ee:40:f3,79.40.179.120,94.77.105.248,50822,2905,659,861,5,59834,6,58,0
a8:3b:6f:c7:22:71,70:50:66:5e:be:ad,50.48.115.222,64.117.227.189,52248,10487,205,1678,3,33984,9,3,1
32:c7:74:e3:bf:dc,b8:cb:27:3c:a1:fe,145.150.127.180,117.178.245.116,32796,3493,1404,1429,7,62557,52,72,1
ac:6b:05:ee:db:e7,d9:66:a9:eb:aa:c1,14.175.64.221,137.168.253.17,63117,17863,605,2463,5,31787,6,58,0
1b:94:43:33:ed:18,5b:f6:20:2b:8c:ae,119.138.183.228,233.165.151.142,16562,34795,1136,2317,4,46300,72,69,0
fc:8a:00:d3:f6:cf,72:80:a0:5d:91:38,164.92.142.73,163.95.173.49,22126,31628,517,57,2,65267,42,125,1
e1:9e:50:63:c7:70,5a:97:49:ce:c9:7a,50.48.115.222,142.248.100.149,24521,42797,721,279,2,18852,19,96,1
4e:95:db:04:01:a0,fb:49:b7:72:3c:08,194.19.217.105,168.247.134.137,14218,58278,1059,1172,4,62930,91,10,1
2e:a3:d3:70:56:46,5e:62:93:77:55:6e,230.1.32.206,112.170.45.31,10970,42090,370,1863,7,34753,124,12,0
a3:3e:a5:86:76:81,2b:09:2a:32:20:85,217.236.117.69,43.96.119.196,4883,64782,468,803,6,12737,83,12,1
d2:38:b7:9d:52:5f,1d:9b:19:fb:79:7a,149.182.77.248,57.190.98.49,56380,24422,940,906,4,22901,36,125,1
a1:ca:73:c5:22:a3,3c:26:ca:41:0b:a1,36.86.252.203,62.212.208.208,20961,63779,805,1725,1,18422,98,1,0
96:19:c9:00:e3:45,bd:3e:11:f3:f8:a6,133.151.239.34,180.138.144.108,18852,56652,721,1816,3,37081,59,44,0
8e:9e:d1:ff:3f:33,9b:09:04:0b:e7:f4,90.154.22.189,178.235.200.11,7951,59919,944,2330,1,53442,127,99,1
76:c6:f9:b2:62:38,55:e3:13:c7:73:11,64.117.227.189,18.184.130.25,29143,46348,486,3970,5,42360,10,122,1
15:b5:05:ec:29:b8,ba:82:01:5f:25:04,150.36.223.37,112.37.123.5,29249,35930,147,1114,2,56266,109,39,1
ee:7c:72:36:2c:97,55:c5:7f:fd:95:5d,232.43.151.25,218.162.195.91,15352,53990,1003,3635,6,20490,40,11,0
fa:8c:5e:81:e7:74,21:94:5d:4a:76:f3,218.162.195.91,24.68.251.61,36521,41732,1340,3612,1,41099,119,99,1
4e:e1:6c:5a:1b:d2,c3:70:ac:14:fb:5e,144.208.144.190,47.85.237.146,24558,40894,704,509,7,13891,33,108,0
b0:e1:6c:b7:06:ab,1b:c4:1c:4c:b3:f5,150.184.101.61,22.153.107.215,27191,26008,1142,1480,3,64827,75,32,0
b2:5e:22:db:c8:2c,b2:5e:22:db:c8:2c,165.0.218.9,233.165.151.142,42372,22231,173,2659,2,36353,4,46,1
1c:67:36:11:2b:e7,a0:5f:bf:ab:0e:f3,133.181.20.70,207.178.2.147,50263,63153,1175,606,1,41948,52,95,0
1c:80:c9:0b:08:1e,b2:19:04:5c:98:3f,5.186.243.180,3.240.2.41,10083,15891,380,1956,2,31609,29,117,1
a8:3b:6f:c7:22:71,55:a2:6c:f6:bf:b7,110.97.158.3,164.56.91.149,12374,5419,1245,617,1,1566,9,38,0
6c:ca:cb:39:98:dd,fd:33:4a:e2:69:93,93.141.99.168,224.45.157.80,42966,41160,304,313,2,46462,21,112,0
5d:a2:94:c0:ea:a5,a8:3b:6f:c7:22:71,8.37.141.33,40.59.197.15,22853,38935,1154,1058,6,63954,87,12,1
ea:03:f8:b4:d6:d4,ea:e9:4f:6b:a2:96,216.48.97.192,177.60.81.35,56191,22057,886,2640,2,42266,127,11,0
7f:bd:c8:45:9e:42,0f:7c:44:6c:00:93,190.44.106.31,200.96.160.79,22728,31831,1143,998,4,50800,28,126,0
cb:71:33:ab:ef:a2,26:0c:a7:33:18:8f,233.5.241.225,217.236.117.69,49792,4045,1278,1166,7,26361,58,70,1
fa:8c:5e:81:e7:74,60:64:9f:39:8b:32,90.154.22.189,18.240.133.44,18508,590,1041,1907,3,47139,18,115,0
cf:b7:e3:04:06:36,eb:4d:de:b3:42:66,134.245.88.228,14.112.54.48,2552,54847,1355,1038,1,5764,91,110,0
58:1e:5b:bd:0b:25,bf:f3:02:69:f8:fa,157.44.166.11,80.196.253.241,3228,8075,1204,1989,3,4152,46,31,0
b2:19:04:5c:98:3f,dd:fc:9e:95:73:0f,230.1.32.206,161.23.185.130,5323,29576,1278,2792,5,5702,42,83,1
bd:6b:fc:c6:8d:f2,ac:9f:9d:fb:fe:67,29.192.234.123,154.221.16.57,58253,15108,954,1934,5,31858,58,120,0
4a:f2:40:a1:d3:28,e1:4e:65:06:ef:2e,200.96.160.79,156.40.10.10,45280,38752,924,2349,1,6487,58,4,1
c3:a4:17:af:30:cb,60:3d:25:f8:2a:88,117.178.245.116,43.85.203.255,45372,11325,370,1471,5,50071,21,24,1
72:80:a0:5d:91:38,15:b5:05:ec:29:b8,112.42.11.171,124.217.62.217,54138,4305,1411,2912,6,17447,96,98,1
a3:7e:26:23:0a:f2,8b:42:e1:b2:b8:9f,131.27.28.73,164.92.142.73,37816,65462,836,312,5,14305,18,70,0
ce:e1:c5:ae:2b:45,2f:ae:bd:be:a3:4a,232.247.93.255,22.153.107.215,39902,64671,469,638,7,49713,125,93,1
fb:49:b7:72:3c:08,15:b5:05:ec:29:b8,218.162.195.91,165.0.218.9,5136,365,1332,16,1,39741,122,46,0
56:40:ee:14:47:bf,49:75:00:3a:f9:11,232.43.151.25,5.186.243.180,52643,1072,105,402,6,41414,61,60,0
5a:18:ba:da:24:22,eb:25:de:6c:26:2d,230.1.32.206,15.9.215.166,55772,52977,572,1133,7,51116,31,34,1
8e:ab:bb:9c:20:b4,6d:79:c9:67:b9:7e,183.243.247.167,207.178.2.147,29747,21298,237,1098,7,4755,42,103,0
73:5b:9c:91:96:d9,ce:e1:c5:ae:2b:45,230.1.32.206,65.244.219.116,39253,51985,1139,1136,1,5229,45,78,0
6b:c0:b8:ab:03:fe,69:f8:ad:6d:c7:59,48.156.56.147,117.86.191.71,32930,6733,1170,3579,2,45573,76,59,0
7f:bd:c8:45:9e:42,2a:87:f7:14:8b:20,92.111.65.224,8.37.141.33,45273,40901,394,695,6,15247,32,126,0
90:44:7a:f9:9d:08,47:18:11:96:19:80,178.235.200.11,122.108.164.115,10405,25947,363,2248,0,52679,62,106,1
08:5d:87:af:14:57,88:b4:6a:38:3c:71,154.180.106.188,13.34.253.228,46220,30816,827,1904,3,45410,114,23,1
9b:da:dc:0f:db:74,15:66:2a:e6:31:42,23.90.116.248,232.247.93.255,63012,9364,628,2809,1,58516,26,102,1
ac:6b:05:ee:db:e7,4e:95:db:04:01:a0,59.242.239.27,15.9.215.166,54054,27697,1268,562,2,3195,25,18,0
73:5b:9c:91:96:d9,93:e0:d0:5e:f2:db,180.138.144.108,157.44.166.11,3557,51995,267,633,6,60912,112,44,1
8f:f6:c7:b2:ae:e8,0e:fe:cd:a9:e2:02,228.95.35.154,39.177.208.117,49920,42233,289,1431,0,43999,89,57,1
54:8a:f4:de:38:f8,eb:25:de:6c:26:2d,127.26.240.59,112.37.123.5,20853,3033,1075,3308,2,39494,65,88,0
95:3e:6d:69:48:2b,72:80:a0:5d:91:38,106.102.78.188,57.245.70.1,57174,57960,123,1891,0,50290,36,109,0
d9:14:10:bd:a8:55,a3:3d:b8:8d:e1:f8,164.56.91.149,142.248.100.149,20654,56002,655,110,1,47835,1,15,1
b1:e6:ba:eb:6d:18,64:54:6b:6a:b6:f2,21.10.159.64,47.17.206.19,63380,615,322,2062,6,44772,113,2,1
5a:97:49:ce:c9:7a,9a:2a:19:36:9b:8a,239.133.225.54,137.168.253.17,9388,38239,1236,2381,4,38353,116,84,1
da:dc:4e:80:32:be,5a:97:49:ce:c9:7a,164.170.241.102,148.32.149.134,53443,24849,381,2305,4,55340,109,30,1
a1:d7:fa:65:33:ae,49:6d:54:cd:fe:4d,109.2.254.98,123.39.45.198,50498,42140,1232,980,7,17679,60,1,0
08:5d:87:af:14:57,2a:87:f7:14:8b:20,106.22.15.255,36.28.97.230,23204,49123,1005,756,3,51247,58,110,1
22:e7:e5:eb:bf:93,12:a1:ba:60:2a:8e,8.37.141.33,222.198.81.191,3020,60431,1076,147,2,46066,27,96,0
5a:97:49:ce:c9:7a,c9:1d:16:05:e3:3c,193.123.45.209,8.37.141.33,29202,30084,1219,1706,5,1474,46,18,1
0f:7c:44:6c:00:93,32:28:c2:9e:cd:05,16.21.180.159,92.111.65.224,9783,2569,400,2679,6,63279,91,42,0
ef:7b:b0:24:02:ac,5d:a2:94:c0:ea:a5,130.185.103.211,206.205.171.252,6786,49893,613,1958,2,22070,6,14,0
96:f8:85:99:bf:90,dd:fc:9e:95:73:0f,173.183.142.104,94.77.105.248,47955,44753,931,2190,7,45591,76,86,0
97:f8:0e:8f:14:a6,08:5d:87:af:14:57,173.153.0.229,6.88.229.22,1212,10724,570,2883,7,43956,52,118,1
d9:65:03:79:2d:20,96:f8:85:99:bf:90,81.222.99.13,92.111.65.224,62741,36702,476,137,2,60644,26,103,1
ff:be:e4:fd:64:48,54:9b:ef:1e:b4:4b,234.182.45.216,150.184.101.61,59092,51255,856,1649,5,50410,80,27,0
20:4b:e7:10:7a:46,0b:b0:11:1a:5a:9e,91.203.31.66,112.37.123.5,47411,20734,825,3392,5,57430,98,52,0
c7:3a:e1:8a:07:59,ab:a7:7e:88:7c:52,212.9.117.30,160.226.106.121,36912,39534,1091,3784,0,42561,13,42,0
93:53:33:07:0e:0f,47:18:11:96:19:80,239.133.225.54,169.62.68.11,29209,5507,1468,612,3,37189,116,112,0
bf:2c:7c:c9:20:1c,2b:f9:c9:81:9f:cc,156.40.10.10,80.196.253.241,28076,30210,1303,3779,7,9668,123,126,1
6d:79:c9:67:b9:7e,ab:a7:7e:88:7c:52,39.177.208.117,111.105.229.141,60381,5736,1075,548,4,24551,52,80,1
e3:52:18:0c:c2:7c,e3:0e:e8:d6:b1:13,206.101.245.215,95.63.43.34,43240,7956,1296,3752,5,39566,69,33,1
62:f9:e6:e2:06:38,90:88:9a:88:28:90,160.226.106.121,43.96.119.196,21871,31255,736,2304,3,54246,71,8,0
cf:b7:e3:04:06:36,62:f9:e6:e2:06:38,156.93.211.233,118.225.86.65,44106,56832,256,1625,4,56924,28,15,1
15:66:2a:e6:31:42,9b:09:04:0b:e7:f4,119.138.183.228,14.175.64.221,43935,58884,362,1514,3,44140,11,74,0
cd:56:45:e3:61:57,49:75:00:3a:f9:11,183.243.247.167,60.61.69.163,33932,62645,66,3828,4,52141,123,64,0
26:0c:a7:33:18:8f,be:61:0a:be:90:6d,119.138.183.228,12.158.191.47,59986,51438,1017,1168,6,19305,100,46,1
1f:40:84:7f:fd:4d,fc:8a:00:d3:f6:cf,3.240.2.41,16.21.180.159,57308,60614,1357,1742,4,52676,86,114,1
68:c4:b6:a9:c2:69,d8:d3:15:1d:de:d4,252.201.137.59,33.69.85.156,24267,20383,584,3863,5,15199,98,81,1
bb:38:83:6e:08:c3,86:0c:1f:e8:e6:95,3.240.2.41,7.250.128.129,22043,8652,919,2908,2,59347,5,34,0
b3:b3:ef:09:fa:b4,d2:38:b7:9d:52:5f,126.192.139.178,103.46.94.79,15895,16350,185,3327,7,14926,12,1,0
64:54:6b:6a:b6:f2,d0:d5:0e:a4:25:e5,173.153.0.229,234.182.45.216,26682,33057,633,2378,2,41528,64,52,0
9d:ea:aa:4f:6e:6d,8f:f6:c7:b2:ae:e8,110.4.151.133,228.95.35.154,29806,28793,1069,1372,6,49663,12,73,1
a8:3b:6f:c7:22:71,5b:f6:20:2b:8c:ae,119.138.183.228,218.214.84.68,63417,14601,255,2962,0,17394,85,31,1
a1:d7:fa:65:33:ae,ad:d9:78:94:5d:a4,11.107.1.119,43.85.203.255,11629,53688,229,3921,6,25072,117,52,1
b2:a7:80:af:68:2c,c3:70:ac:14:fb:5e,16.21.180.159,50.61.212.77,52731,11411,441,2280,1,55024,87,45,0
49:04:8b:69:29:58,eb:25:de:6c:26:2d,48.156.56.147,107.93.180.28,38721,48125,748,1979,0,3422,64,90,1
8f:f6:c7:b2:ae:e8,12:a1:ba:60:2a:8e,110.4.151.133,204.248.148.176,25240,7494,1060,3258,2,42547,93,19,1
b0:e1:6c:b7:06:ab,c9:a9:ff:b5:a3:56,206.205.171.252,53.208.15.51,6485,10365,1363,1750,2,50401,101,23,1
ad:59:6a:19:0e:6d,99:82:55:1b:24:49,236.123.99.211,120.101.22.216,53884,62320,155,3070,0,32344,28,114,0
bc:fb:50:45:e9:8a,93:53:33:07:0e:0f,203.100.78.6,232.43.151.25,11804,2000,413,2639,0,46533,117,8,1
bc:df:b5:dc:fa:56,d3:e1:1e:d0:74:a9,112.42.11.171,246.18.194.187,15908,27259,742,1954,4,54319,52,108,0
c3:e3:66:4d:b3:aa,fb:49:b7:72:3c:08,127.26.240.59,138.231.207.107,34154,10240,956,2951,3,54148,119,66,1
93:53:33:07:0e:0f,c3:e3:66:4d:b3:aa,106.22.15.255,14.194.206.15,62834,25705,636,133,1,64899,41,83,0
d9:65:03:79:2d:20,3c:2c:43:72:c1:d5,217.236.117.69,36.28.97.230,16965,29913,1243,2938,1,4019,103,115,0
49:6d:54:cd:fe:4d,eb:25:de:6c:26:2d,234.20.48.174,169.179.200.219,56371,41416,1267,1715,2,9090,99,10,1
b8:cb:27:3c:a1:fe,05:ea:8a:5d:c3:49,243.41.46.98,214.135.213.31,50179,57100,601,3048,6,52110,66,25,0
ea:e9:4f:6b:a2:96,b7:9a:e8:8c:9b:0c,11.107.1.119,112.37.123.5,50310,34679,961,3855,2,43115,114,80,1
0a:20:2f:26:d9:74,b7:a1:5f:f1:46:43,60.61.69.163,39.177.208.117,3898,4416,1074,2305,3,47790,116,5,0
2f:92:ed:a2:fd:6b,2f:ae:bd:be:a3:4a,112.42.11.171,14.194.206.15,4057,63163,1276,2541,6,35636,49,50,0
32:28:c2:9e:cd:05,99:82:55:1b:24:49,18.240.133.44,39.177.208.117,25564,65311,526,1795,0,39249,88,48,0
8f:f4:11:fe:c3:d5,77:05:3e:70:d9:05,150.138.64.105,34.138.33.187,51631,37804,115,1301,3,62658,15,24,0
4e:95:db:04:01:a0,fd:e2:24:35:c5:88,46.55.118.178,119.138.183.228,41602,4320,798,420,6,9124,40,7,0
28:fc:be:e5:9f:26,43:ad:4c:b1:4c:8d,3.240.2.41,106.22.15.255,6575,39208,68,3852,0,26081,30,14,0
2a:63:6b:5f:5c:21,6d:79:c9:67:b9:7e,244.97.70.15,15.9.215.166,38082,8020,449,2354,7,38148,81,121,1
c7:3a:e1:8a:07:59,9a:46:33:cc:a7:ea,163.23.92.58,110.4.151.133,43300,22351,948,3060,0,30604,65,55,1
0e:fe:cd:a9:e2:02,61:87:95:90:28:ae,62.166.82.57,252.201.137.59,24202,7027,1430,75,0,59167,41,58,1
fd:9d:7e:e1:37:56,2a:3d:43:68:0f:d7,18.240.133.44,141.213.149.26,11640,32814,138,1772,7,48606,93,107,0
8b:d4:2e:91:4b:6d,12:fc:04:cb:3f:c8,188.75.55.128,38.47.105.204,28042,27894,1290,2534,4,2185,75,35,0
5d:a2:94:c0:ea:a5,75:30:3e:26:5f:3d,24.68.251.61,64.117.227.189,12513,34874,1233,2300,7,47931,20,74,1
a3:3e:a5:86:76:81,dd:fc:9e:95:73:0f,50.61.212.77,131.27.28.73,45900,50571,943,2016,5,42682,88,47,0
8e:ab:bb:9c:20:b4,2b:09:2a:32:20:85,87.45.61.88,40.22.45.132,20545,4932,1248,3682,7,45521,107,45,0
10:ab:d6:3e:98:57,73:5b:9c:91:96:d9,21.10.159.64,181.194.143.230,16007,42358,773,2601,0,58119,119,99,0
1f:40:84:7f:fd:4d,fb:69:dd:e7:f8:75,150.138.64.105,136.173.120.87,63666,9936,1409,602,3,57918,122,108,0
b4:53:d4:65:f0:79,bf:2c:7c:c9:20:1c,112.37.123.5,6.202.82.67,53747,26152,111,3480,6,39711,26,62,0
cb:3a:a9:4c:3f:ce,4a:f2:40:a1:d3:28,38.47.105.204,232.83.104.26,5661,40342,1089,4024,1,54217,11,17,0
2a:3d:43:68:0f:d7,e3:0e:e8:d6:b1:13,59.59.239.53,48.43.226.189,15135,21182,1017,1958,1,41798,21,80,1
7f:bd:c8:45:9e:42,b4:53:d4:65:f0:79,157.44.166.11,252.201.137.59,18345,56978,468,2968,0,26383,6,79,0
6b:c0:b8:ab:03:fe,d9:66:a9:eb:aa:c1,204.248.148.176,133.202.226.112,2048,44231,925,3597,0,44980,19,59,0
09:b2:d8:bf:5c:9e,ef:7b:b0:24:02:ac,242.168.13.252,130.185.103.211,53189,52423,965,4068,6,41474,12,7,0
31:0e:e1:2d:00:a5,c5:3a:df:00:5c:9d,110.97.158.3,64.117.227.189,39652,31632,1226,3483,4,45550,68,122,1
e4:13:4e:f2:68:da,93:53:33:07:0e:0f,103.46.94.79,81.222.99.13,35563,40036,983,2562,4,6038,21,9,1
55:df:b6:03:bf:b9,72:80:a0:5d:91:38,201.250.252.138,120.50.251.121,49613,20958,440,1244,1,53111,112,21,0
e1:9e:50:63:c7:70,1f:40:84:7f:fd:4d,253.219.164.64,91.203.31.66,64880,6672,118,2105,6,12537,51,74,0
6c:ca:cb:39:98:dd,b4:53:d4:65:f0:79,8.37.141.33,93.3.77.109,43524,46750,550,3324,3,65484,107,74,1
1d:9b:19:fb:79:7a,56:40:ee:14:47:bf,247.250.135.63,131.27.28.73,20984,52718,1282,1576,5,57697,94,54,0
07:bb:6a:fa:76:9a,a0:5f:bf:ab:0e:f3,1.227.131.126,102.54.37.149,21217,35805,552,1445,4,52906,113,15,0
d9:65:03:79:2d:20,b2:5e:22:db:c8:2c,47.85.237.146,21.33.152.193,47437,44722,254,2783,6,49934,56,69,1
50:da:70:ce:46:6b,ee:7c:72:36:2c:97,36.28.97.230,205.253.138.123,16090,18424,639,340,0,64514,75,61,0
b8:cb:27:3c:a1:fe,ab:a7:7e:88:7c:52,153.0.22.221,133.151.239.34,5726,65317,962,2364,1,44929,53,94,0
c9:1d:16:05:e3:3c,a1:d7:fa:65:33:ae,178.22.42.126,58.30.252.159,17105,64265,280,1353,0,36303,6,2,1
88:b4:6a:38:3c:71,12:fc:04:cb:3f:c8,223.200.229.98,203.100.78.6,29670,56112,1267,1289,2,46440,21,63,0
1a:b0:1d:5f:ae:09,eb:4d:de:b3:42:66,163.95.173.49,79.40.179.120,21252,24546,1100,4018,4,4197,125,27,0
95:3e:6d:69:48:2b,ac:6b:05:ee:db:e7,130.185.103.211,135.159.44.119,45950,33599,769,3094,1,59178,40,96,1
bf:2c:7c:c9:20:1c,07:bb:6a:fa:76:9a,188.75.55.128,61.249.165.113,3357,7644,1096,344,2,58799,69,110,0
ac:6b:05:ee:db:e7,c7:3a:e1:8a:07:59,200.96.160.79,68.216.224.220,52075,24601,817,1079,7,12042,35,62,0
42:6f:32:f0:b9:cc,ee:7c:72:36:2c:97,223.13.4.63,252.201.137.59,41982,32569,611,3356,0,196,92,67,1
1d:9b:19:fb:79:7a,2e:6e:fd:06:f8:4f,118.225.86.65,224.45.157.80,46093,17727,766,3383,6,34306,106,13,0
b2:a7:80:af:68:2c,e1:4e:65:06:ef:2e,87.134.255.111,159.48.9.18,1702,59732,1015,2538,3,19844,93,123,0
e0:57:9b:1a:32:c9,d9:66:a9:eb:aa:c1,14.112.54.48,189.70.26.174,59173,54517,1061,1422,2,13196,92,39,0
d3:e1:1e:d0:74:a9,ab:a7:7e:88:7c:52,10.210.135.25,163.23.92.58,22618,57087,282,1254,5,16732,27,24,0
10:26:92:05:ee:59,aa:45:d7:25:19:f3,216.48.97.192,37.255.177.14,47074,651,287,592,7,54334,85,53,0
8f:f6:c7:b2:ae:e8,55:df:b6:03:bf:b9,94.7.178.20,88.156.194.252,26226,26889,154,2970,4,6605,76,40,0
42:6f:32:f0:b9:cc,08:5d:87:af:14:57,80.196.253.241,193.123.45.209,39507,56010,1178,3853,7,38177,126,43,0
90:88:9a:88:28:90,ba:82:01:5f:25:04,117.86.191.71,87.134.255.111,52539,50613,289,1179,3,30488,72,17,1
1d:46:01:0c:1b:0e,12:a1:ba:60:2a:8e,40.59.197.15,40.14.127.134,23773,111,754,1774,5,19960,112,84,1
b2:5e:22:db:c8:2c,65:5f:ff:ec:ca:ab,15.9.215.166,206.101.245.215,64351,7530,590,3823,4,18948,89,106,0
a3:3e:a5:86:76:81,28:fc:be:e5:9f:26,161.23.185.130,145.150.127.180,62671,34481,1134,3510,1,28775,104,41,0
c9:1d:16:05:e3:3c,dd:f9:10:12:bf:94,117.86.191.71,223.200.229.98,50781,43671,202,3248,3,37600,28,22,0
cf:b7:e3:04:06:36,fa:8c:5e:81:e7:74,49.218.66.231,224.45.157.80,63811,41318,251,913,0,17839,46,85,1
47:18:11:96:19:80,70:50:66:5e:be:ad,236.123.99.211,199.1.233.173,8902,52831,173,1830,2,27782,104,0,1
7f:bd:c8:45:9e:42,0e:fe:cd:a9:e2:02,64.117.227.189,86.94.61.70,52041,58983,980,1642,7,20878,57,100,0
d0:d5:0e:a4:25:e5,b7:a1:5f:f1:46:43,165.0.218.9,173.183.142.104,42815,38491,573,1903,0,31750,63,83,0
d9:66:a9:eb:aa:c1,54:49:8a:b5:15:4e,110.97.158.3,110.4.151.133,49291,22713,151,2545,5,24817,26,67,0
e6:c9:de:7f:f2:5e,7e:92:b6:21:98:11,48.156.56.147,49.218.66.231,65208,10632,451,3322,5,28047,72,34,1
76:d5:47:1c:32:f3,e1:ff:b7:8d:eb:17,121.254.100.71,149.182.77.248,8249,56634,871,910,4,2634,13,15,1
0a:ae:b9:68:87:58,1a:b0:1d:5f:ae:09,203.151.73.14,153.0.22.221,37025,1032,1203,762,3,15292,44,51,1
4e:e1:6c:5a:1b:d2,5d:a2:94:c0:ea:a5,101.149.150.193,167.235.189.24,4346,37652,87,775,0,2567,58,125,0
bf:2c:7c:c9:20:1c,aa:45:d7:25:19:f3,142.248.100.149,253.7.3.202,15194,12638,766,132,7,1800,32,30,1
eb:4d:de:b3:42:66,a3:3d:b8:8d:e1:f8,110.97.158.3,153.0.22.221,42642,37108,629,55,6,56794,28,87,0
eb:4d:de:b3:42:66,05:ea:8a:5d:c3:49,38.47.105.204,233.165.151.142,26320,64311,1039,2832,4,7030,16,86,1
b1:e6:ba:eb:6d:18,55:e3:13:c7:73:11,79.224.149.149,57.245.70.1,61310,53285,1446,578,1,33181,112,74,1
c9:1d:16:05:e3:3c,2f:ae:bd:be:a3:4a,3.240.2.41,60.61.69.163,23761,7006,223,864,4,28165,60,82,0
32:c7:74:e3:bf:dc,24:68:80:e1:04:fc,36.28.97.230,233.5.241.225,14608,23235,432,2426,4,53808,99,125,0
a1:ca:73:c5:22:a3,97:f8:0e:8f:14:a6,186.36.132.123,178.235.200.11,7661,53645,1249,2696,2,30545,46,43,0
b9:03:1e:9e:87:3d,1c:67:36:11:2b:e7,173.199.154.54,18.184.130.25,32029,10825,663,1410,0,4274,4,84,1
3c:26:ca:41:0b:a1,77:05:3e:70:d9:05,40.22.45.132,57.190.98.49,2147,20245,881,1399,3,29904,35,89,1
fb:69:dd:e7:f8:75,47:18:11:96:19:80,141.213.149.26,216.48.97.192,52961,913,1274,298,6,28660,2,31,0
18:22:46:0c:cf:d6,be:61:0a:be:90:6d,22.153.107.215,203.104.205.246,48201,4287,380,3193,2,8540,59,3,1
54:9b:ef:1e:b4:4b,96:19:c9:00:e3:45,214.135.213.31,240.193.25.216,42171,9051,1279,1858,1,11987,3,23,1
ae:ad:6f:3e:e9:ac,10:ab:d6:3e:98:57,58.30.252.159,138.231.207.107,16491,11469,991,2697,2,23565,79,79,1
e7:de:95:dd:72:15,54:79:3b:d3:21:2a,183.243.247.167,52.97.229.139,26508,5488,498,407,6,59556,35,37,1
c9:a9:ff:b5:a3:56,ae:ad:6f:3e:e9:ac,200.96.160.79,159.48.9.18,1621,25969,389,3732,0,20396,100,57,0
5a:97:49:ce:c9:7a,76:c6:f9:b2:62:38,8.163.244.15,130.121.222.34,53911,53148,199,1266,5,3116,121,55,1
8a:f3:0a:9d:97:63,fb:49:b7:72:3c:08,178.183.4.201,42.82.151.248,33248,9630,878,3601,5,20201,77,4,1
9c:9c:b6:0a:c0:b8,9b:09:04:0b:e7:f4,95.63.43.34,62.212.208.208,28230,64853,442,3902,3,38681,54,60,1
c7:3a:e1:8a:07:59,0a:ae:b9:68:87:58,211.80.37.93,183.243.247.167,54993,54588,712,1066,5,17034,17,85,0
1a:b0:1d:5f:ae:09,5a:18:ba:da:24:22,95.63.43.34,156.40.10.10,22435,53462,910,2025,3,41987,29,4,0
86:cc:8d:81:33:fa,ad:59:6a:19:0e:6d,148.32.149.134,212.9.117.30,18314,30601,534,3803,3,5308,31,0,1
e0:0b:39:2d:78:bc,6e:ae:0c:87:4f:94,149.182.77.248,79.40.179.120,4069,27122,781,91,3,6613,73,55,0
96:f8:85:99:bf:90,8b:42:e1:b2:b8:9f,116.9.170.244,163.95.173.49,29814,52116,227,154,5,9452,123,18,1
bd:6b:fc:c6:8d:f2,95:0a:37:42:96:31,246.216.135.73,53.208.15.51,10379,4264,362,3101,4,3560,103,23,0
20:4b:e7:10:7a:46,2c:5f:0f:d0:28:76,214.135.213.31,249.114.121.202,60838,60115,1164,906,3,43529,83,103,0
40:1e:fc:b2:58:40,cb:71:33:ab:ef:a2,224.45.157.80,226.182.86.107,8239,53327,546,983,6,24764,23,55,1
d9:65:03:79:2d:20,94:67:63:d9:8f:c3,201.250.252.138,93.76.75.244,42241,10663,686,1396,0,36722,85,115,1
ba:82:01:5f:25:04,2a:87:f7:14:8b:20,193.123.45.209,239.133.225.54,51230,52449,1173,2939,6,5420,4,116,0
40:1e:fc:b2:58:40,68:dd:64:ef:23:17,196.49.58.122,167.235.189.24,33951,5985,1222,693,0,34255,122,95,1
cd:56:45:e3:61:57,da:dc:4e:80:32:be,224.45.157.80,18.184.130.25,13823,58742,1121,50,1,49572,39,127,1
